GeneSymbol	EntrezID	MedGenID	Phenotype	Grouped
ESPN	83715	C1837007	"Deafness,.autosomal.recessive.36,.with.or.without.vestibular.involvement"	Deafness 
ESPN	83715	C3502293	"Deafness,.autosomal.recessive.36,.without.vestibular.involvement"	Deafness 
MYO6	4646	C1843028	"Deafness,.autosomal.recessive.37"	Deafness 
HGF	3082	C1842342	"Deafness,.autosomal.recessive.39"	Deafness 
ILDR1	286676	C1864818	"Deafness,.autosomal.recessive.42"	Deafness 
ADCY1	107	C1857809	"Deafness,.autosomal.recessive.44"	Deafness 
CIB2	10518	C1836199	"Deafness,.autosomal.recessive.48"	Deafness 
MARVELD2	153562	C1857811	"Deafness,.autosomal.recessive.49"	Deafness 
COL11A2	1302	C1864746	"Deafness,.autosomal.recessive.53"	Deafness 
DFNB59	494513	C1857744	"Deafness,.autosomal.recessive.59"	Deafness 
TMIE	259236	C1832992	"Deafness,.autosomal.recessive.6"	Deafness 
SLC26A5	375611	C3151230	"Deafness,.autosomal.recessive.61"	Deafness 
LRTOMT	220074	C1969621	"Deafness,.autosomal.recessive.63"	Deafness 
DCDC2	51473	C1857750	"Deafness,.autosomal.recessive.66"	Deafness 
LHFPL5	222662	C1853223	"Deafness,.autosomal.recessive.67"	Deafness 
TMC1	117531	C1832978	"Deafness,.autosomal.recessive.7"	Deafness 
PNPT1	87178	CN160615	"Deafness,.autosomal.recessive.70"	Deafness 
MSRB3	253827	C2239351	"Deafness,.autosomal.recessive.74"	Deafness 
SYNE4	163183	CN181763	"Deafness,.autosomal.recessive.76"	Deafness 
LOXHD1	125336	C2746083	"Deafness,.autosomal.recessive.77"	Deafness 
TPRN	286262	C2750082	"Deafness,.autosomal.recessive.79"	Deafness 
TMPRSS3	64699	C1832827	"Deafness,.autosomal.recessive.8"	Deafness 
CLPP	8192	C2681413	"Deafness,.autosomal.recessive.81"	Deafness 
PTPRQ	374462	C3150654	"Deafness,.autosomal.recessive.84"	Deafness 
OTOGL	283310	C3554159	"Deafness,.autosomal.recessive.84b"	Deafness 
TBC1D24	57465	CN124880	"Deafness,.autosomal.recessive.86"	Deafness 
ELMOD3	84173	CN180160	"Deafness,.autosomal.recessive.88"	Deafness 
KARS	3735	C3151351	"Deafness,.autosomal.recessive.89"	Deafness 
OTOF	9381	C1832828	"Deafness,.autosomal.recessive.9"	Deafness 
SERPINB6	5269	C3150704	"Deafness,.autosomal.recessive.91"	Deafness 
CABP2	51475	CN159249	"Deafness,.autosomal.recessive.93"	Deafness 
TSPEAR	54084	C3553932	"Deafness,.autosomal.recessive.98"	Deafness 
SLITRK6	84189	C1857342	"Deafness,.cochlear,.with.myopia.and.intellectual.impairment"	Deafness 
JAG1	182	C1866053	"Deafness,.congenital.heart.defects,.and.posterior.embryotoxon"	Deafness 
GJB3	2707	C2673761	"Deafness,.digenic,.GJB2/GJB3"	Deafness 
GJB6	10804	C2673760	"Deafness,.digenic,.GJB2/GJB6"	Deafness 
PRPS1	5631	C1844677	"Deafness,.high-frequency.sensorineural,.X-linked"	Deafness 
MT-ND1	4535	C3151897	"Deafness,.nonsyndromic.sensorineural,.mitochondrial"	Deafness 
MT-RNR1	4549	C3151897	"Deafness,.nonsyndromic.sensorineural,.mitochondrial"	Deafness 
MT-TH	4564	C3151897	"Deafness,.nonsyndromic.sensorineural,.mitochondrial"	Deafness 
MT-TS1	4574	C3151897	"Deafness,.nonsyndromic.sensorineural,.mitochondrial"	Deafness 
CATSPER2	117155	C1970187	"Deafness,.sensorineural,.and.male.infertility"	Deafness 
POU3F4	5456	C1844678	"Deafness,.X-linked.2"	Deafness 
SMPX	23676	C1848204	"Deafness,.X-linked.4"	Deafness 
AIFM1	9131	C1845095	"Deafness,.X-linked.5"	Deafness 
COL4A6	1288	C3806737	"Deafness,.X-linked.6"	Deafness 
FGF3	2248	C1853144	Deafness.with.labyrinthine.aplasia.microtia.and.microdontia.(LAMM)	Deafness 
CYP2D6	1565	C1837156	"Debrisoquine,.poor.metabolism.of"	"Debrisoquine,.poor.metabolism.of"
CYP2D6	1565	C1837157	"Debrisoquine,.ultrarapid.metabolism.of"	"Debrisoquine,.ultrarapid.metabolism.of"
HPS5	11234	CN227916	decreased.blood.alpha-hydroxyisovalerate.levels	decreased.blood.alpha-hydroxyisovalerate.levels
ACADSB	36	C1864912	Deficiency.of.2-methylbutyryl-CoA.dehydrogenase	Deficiency.of.2-methylbutyryl-CoA.dehydrogenase
HADH	3033	C1291230	Deficiency.of.3-hydroxyacyl-CoA.dehydrogenase	Deficiency.of.3-hydroxyacyl-CoA.dehydrogenase
ACAT1	38	C1536500	Deficiency.of.acetyl-CoA.acetyltransferase	Deficiency.of.acetyl-CoA.acetyltransferase
MAN2B1	4125	C0024748	Deficiency.of.alpha-mannosidase	Deficiency.of.alpha-mannosidase
DDC	1644	C1291564	Deficiency.of.aromatic-L-amino-acid.decarboxylase	Deficiency.of.aromatic-L-amino-acid.decarboxylase
UPB1	51733	C1291512	Deficiency.of.beta-ureidopropionase	Deficiency.of.beta-ureidopropionase
BPGM	669	C1291620	Deficiency.of.bisphosphoglycerate.mutase	Deficiency.of.bisphosphoglycerate.mutase
BCHE	590	C1283400	Deficiency.of.butyrylcholine.esterase	Deficiency.of.butyrylcholine.esterase
ACADS	35	C0342783	Deficiency.of.butyryl-CoA.dehydrogenase	Deficiency.of.butyryl-CoA.dehydrogenase
CP	1356	C0878682	Deficiency.of.ferroxidase	Deficiency.of.ferroxidase
GALK1	2584	C0268155	Deficiency.of.galactokinase	Deficiency.of.galactokinase
GLYCTK	132158	C1291386	Deficiency.of.glycerate.kinase	Deficiency.of.glycerate.kinase
GK	2710	C0268418	Deficiency.of.glycerol.kinase	Deficiency.of.glycerol.kinase
GAMT	2593	C0574080	Deficiency.of.guanidinoacetate.methyltransferase	Deficiency.of.guanidinoacetate.methyltransferase
HYAL1	3373	C1291490	Deficiency.of.hyaluronoglucosaminidase	Deficiency.of.hyaluronoglucosaminidase
HMGCL	3155	C0268601	Deficiency.of.hydroxymethylglutaryl-CoA.lyase	Deficiency.of.hydroxymethylglutaryl-CoA.lyase
TPO	7173	C1291299	Deficiency.of.iodide.peroxidase	Deficiency.of.iodide.peroxidase
ACAD8	27034	C1969809	Deficiency.of.isobutyryl-CoA.dehydrogenase	Deficiency.of.isobutyryl-CoA.dehydrogenase
MLYCD	23417	C0342793	Deficiency.of.malonyl-CoA.decarboxylase	Deficiency.of.malonyl-CoA.decarboxylase
PSPH	5723	C1291463	Deficiency.of.phosphoserine.phosphatase	Deficiency.of.phosphoserine.phosphatase
ALDH4A1	8659	C2931835	Deficiency.of.pyrroline-5-carboxylate.reductase	Deficiency.of.pyrroline-5-carboxylate.reductase
RPIA	22934	C1291609	Deficiency.of.ribose-5-phosphate.isomerase	Deficiency.of.ribose-5-phosphate.isomerase
CYP11B1	1584	C0268292	Deficiency.of.steroid.11-beta-monooxygenase	Deficiency.of.steroid.11-beta-monooxygenase
CYP17A1	1586	C0268285	Deficiency.of.steroid.17-alpha-monooxygenase	Deficiency.of.steroid.17-alpha-monooxygenase
TALDO1	6888	C1291329	Deficiency.of.transaldolase	Deficiency.of.transaldolase
GALT	2592	C0268151	Deficiency.of.UDPglucose-hexose-1-phosphate.uridylyltransferase	Deficiency.of.UDPglucose-hexose-1-phosphate.uridylyltransferase
XDH	7498	C0268118	Deficiency.of.xanthine.oxidase	Deficiency.of.xanthine.oxidase
EGR2	1959	C0011195	Dejerine-Sottas.disease	Dejerine-Sottas.disease
GJB1	2705	C0011195	Dejerine-Sottas.disease	Dejerine-Sottas.disease
MPZ	4359	C0011195	Dejerine-Sottas.disease	Dejerine-Sottas.disease
PMP22	5376	C0011195	Dejerine-Sottas.disease	Dejerine-Sottas.disease
PRX	57716	C0011195	Dejerine-Sottas.disease	Dejerine-Sottas.disease
MPZ	4359	CN069174	"Dejerine-Sottas.syndrome,.autosomal.dominant"	"Dejerine-Sottas.syndrome,.autosomal.dominant"
PMP22	5376	CN069174	"Dejerine-Sottas.syndrome,.autosomal.dominant"	"Dejerine-Sottas.syndrome,.autosomal.dominant"
ANOS1	3730	C1838105	Delayed.puberty	Delayed.puberty
FGFR1	2260	C1838105	Delayed.puberty	Delayed.puberty
GNRHR	2798	C1838105	Delayed.puberty	Delayed.puberty
IL17RD	54756	C1838105	Delayed.puberty	Delayed.puberty
SEMA3A	10371	C1838105	Delayed.puberty	Delayed.puberty
TAC3	6866	C1838105	Delayed.puberty	Delayed.puberty
TACR3	6870	C1838105	Delayed.puberty	Delayed.puberty
HBD	3045	C0271990	delta.Thalassemia	delta.Thalassemia
HBD	3045	CN070217	Delta-0-thalassemia	Delta-0-thalassemia
ITM2B	9445	C1861735	"Dementia,.familial.Danish"	"Dementia,.familial.Danish"
ITM2B	9445	C1867773	Dementia.familial.British	Dementia.familial.British
GATA2	2624	C3280030	"Dendritic.cell,.monocyte,.B.lymphocyte,.and.natural.killer.lymphocyte.deficiency"	"Dendritic.cell,.monocyte,.B.lymphocyte,.and.natural.killer.lymphocyte.deficiency"
CLCN5	1184	C1848336	Dent.disease.1	Dent.disease.1
OCRL	4952	C1845167	Dent.disease.2	Dent.disease.2
ATN1	1822	C0751781	Dentatorubral.pallidoluysian.atrophy	Dentatorubral.pallidoluysian.atrophy
DSPP	1834	C1527284	Denticles	Denticles
SMOC2	64094	CN120633	"DENTIN.DYSPLASIA,.TYPE.I,.WITH.EXTREME.MICRODONTIA.AND.MISSHAPEN.TEETH"	"DENTIN.DYSPLASIA,.TYPE.I,.WITH.EXTREME.MICRODONTIA.AND.MISSHAPEN.TEETH"
DSPP	1834	C0205730	Dentinogenesis.imperfecta.-.Shield's.type.II	Dentinogenesis.imperfecta.-.Shield's.type.II
PDGFB	5155	C0392784	Dermatofibrosarcoma.protuberans	Dermatofibrosarcoma.protuberans
LEMD3	23592	C0265514	Dermatofibrosis.lenticularis.disseminata	Dermatofibrosis.lenticularis.disseminata
KRT14	3861	C0406778	Dermatopathia.pigmentosa.reticularis	Dermatopathia.pigmentosa.reticularis
XYLT1	64131	CN186922	Desbuquois.dysplasia.2	Desbuquois.dysplasia.2
CANT1	124583	C0432242	Desbuquois.syndrome	Desbuquois.syndrome
APC	324	C1851124	"Desmoid.disease,.hereditary"	"Desmoid.disease,.hereditary"
APC	324	C2675440	"Desmoid.tumor,.somatic"	"Desmoid.tumor,.somatic"
DHCR24	1718	C1865596	Desmosterolosis	Desmosterolosis
KCNQ4	9132	C2677637	DFNA.2.Nonsyndromic.Hearing.Loss	DFNA.2.Nonsyndromic.Hearing.Loss
ABCC8	6833	CN000766	Diabetes.mellitus	Diabetes.mellitus
KCNJ11	3767	CN000766	Diabetes.mellitus	Diabetes.mellitus
GCK	2645	C0085207	"Diabetes.mellitus,.gestational"	"Diabetes.mellitus,.gestational"
IL2RA	3559	C1866040	"Diabetes.mellitus,.insulin-dependent,.10"	"Diabetes.mellitus,.insulin-dependent"
INS	3630	C1852092	"Diabetes.mellitus,.insulin-dependent,.2"	"Diabetes.mellitus,.insulin-dependent"
HNF1A	6927	C2675866	"Diabetes.mellitus,.insulin-dependent,.20"	"Diabetes.mellitus,.insulin-dependent"
SUMO4	387082	C1838260	"Diabetes.mellitus,.insulin-dependent,.5"	"Diabetes.mellitus,.insulin-dependent"
GLIS3	169792	C1857775	"Diabetes.mellitus,.neonatal,.with.congenital.hypothyroidism"	Diabetes.mellitus
TBC1D4	9882	CN221135	"Diabetes.mellitus,.noninsulin-dependent,.5"	"Diabetes.mellitus,.noninsulin-dependent"
PPARG	5468	CN069127	"Diabetes.Mellitus,.Noninsulin-Dependent,.with.Acanthosis.Nigricans.and.Hypertension"	"Diabetes.mellitus,.noninsulin-dependent"
PTF1A	256297	C1836780	"Diabetes.mellitus,.permanent.neonatal,.with.cerebellar.agenesis"	Diabetes.mellitus
KCNJ11	3767	C1833102	"Diabetes.mellitus,.permanent.neonatal,.with.neurologic.features"	Diabetes.mellitus
WFS1	7466	C0043207	Diabetes.mellitus.AND.insipidus.with.optic.atrophy.AND.deafness	Diabetes.mellitus
HNF1A	6927	C0011854	Diabetes.mellitus.type.1	Diabetes.mellitus.type.1
ABCC8	6833	C0011860	Diabetes.mellitus.type.2	Diabetes.mellitus.type.2
AKT2	208	C0011860	Diabetes.mellitus.type.2	Diabetes.mellitus.type.2
CAPN10	11132	C0011860	Diabetes.mellitus.type.2	Diabetes.mellitus.type.2
CDKAL1	54901	C0011860	Diabetes.mellitus.type.2	Diabetes.mellitus.type.2
ENPP1	5167	C0011860	Diabetes.mellitus.type.2	Diabetes.mellitus.type.2
GCGR	2642	C0011860	Diabetes.mellitus.type.2	Diabetes.mellitus.type.2
GPD2	2820	C0011860	Diabetes.mellitus.type.2	Diabetes.mellitus.type.2
HMGA1	3159	C0011860	Diabetes.mellitus.type.2	Diabetes.mellitus.type.2
HNF1A	6927	C0011860	Diabetes.mellitus.type.2	Diabetes.mellitus.type.2
HNF1B	6928	C0011860	Diabetes.mellitus.type.2	Diabetes.mellitus.type.2
HNF4A	3172	C0011860	Diabetes.mellitus.type.2	Diabetes.mellitus.type.2
IGF2BP2	10644	C0011860	Diabetes.mellitus.type.2	Diabetes.mellitus.type.2
IL6	3569	C0011860	Diabetes.mellitus.type.2	Diabetes.mellitus.type.2
INSR	3643	C0011860	Diabetes.mellitus.type.2	Diabetes.mellitus.type.2
IRS1	3667	C0011860	Diabetes.mellitus.type.2	Diabetes.mellitus.type.2
LIPC	3990	C0011860	Diabetes.mellitus.type.2	Diabetes.mellitus.type.2
MAPK8IP1	9479	C0011860	Diabetes.mellitus.type.2	Diabetes.mellitus.type.2
NEUROD1	4760	C0011860	Diabetes.mellitus.type.2	Diabetes.mellitus.type.2
PAX4	5078	C0011860	Diabetes.mellitus.type.2	Diabetes.mellitus.type.2
RETN	56729	C0011860	Diabetes.mellitus.type.2	Diabetes.mellitus.type.2
SLC2A2	6514	C0011860	Diabetes.mellitus.type.2	Diabetes.mellitus.type.2
SLC2A4	6517	C0011860	Diabetes.mellitus.type.2	Diabetes.mellitus.type.2
SLC30A8	169026	C0011860	Diabetes.mellitus.type.2	Diabetes.mellitus.type.2
TCF7L2	6934	C0011860	Diabetes.mellitus.type.2	Diabetes.mellitus.type.2
MT-TE	4556	C0342289	Diabetes-deafness.syndrome.maternally.transmitted	Diabetes-deafness.syndrome.maternally.transmitted
MT-TK	4566	C0342289	Diabetes-deafness.syndrome.maternally.transmitted	Diabetes-deafness.syndrome.maternally.transmitted
RPS19	6223	C2676137	Diamond-Blackfan.anemia.1	Diamond-Blackfan.anemia
RPS26	6231	C2750080	Diamond-Blackfan.anemia.10	Diamond-Blackfan.anemia
RPL26	6154	C3554042	Diamond-Blackfan.anemia.11	Diamond-Blackfan.anemia
RPL15	6138	C3809888	Diamond-Blackfan.anemia.12	Diamond-Blackfan.anemia
RPS29	6235	CN197014	Diamond-Blackfan.anemia.13	Diamond-Blackfan.anemia
TSR2	90121	CN228774	DIAMOND-BLACKFAN.ANEMIA.14.WITH.MANDIBULOFACIAL.DYSOSTOSIS	Diamond-Blackfan.anemia
RPS24	6229	C1857719	Diamond-Blackfan.anemia.3	Diamond-Blackfan.anemia
RPS17	6218	C2675860	Diamond-Blackfan.anemia.4	Diamond-Blackfan.anemia
RPL35A	6165	C2675859	Diamond-Blackfan.anemia.5	Diamond-Blackfan.anemia
RPL11	6135	C2675512	Diamond-Blackfan.anemia.7	Diamond-Blackfan.anemia
RPS7	6201	C2675511	Diamond-Blackfan.anemia.8	Diamond-Blackfan.anemia
RPS10	6204	C2750081	Diamond-Blackfan.anemia.9	Diamond-Blackfan.anemia
RPS28	6234	C1853576	Diamond-Blackfan.anemia.with.microtia.and.cleft.palate	Diamond-Blackfan.anemia
BMPER	168667	C1842691	Diaphanospondylodysostosis	Diaphanospondylodysostosis
ZFPM2	23414	C1857781	Diaphragmatic.hernia.3	Diaphragmatic.hernia.3
TGFB1	7040	C0011989	Diaphyseal.dysplasia	Diaphyseal.dysplasia
MTAP	4507	C1862177	Diaphyseal.medullary.stenosis.with.malignant.fibrous.histiocytoma	Diaphyseal.medullary.stenosis.with.malignant.fibrous.histiocytoma
SPINT2	10653	C2678346	"Diarrhea.3,.secretory.sodium,.congenital,.syndromic"	"Diarrhea.3,.secretory.sodium,.congenital,.syndromic"
NEUROG3	50674	C1835888	"Diarrhea.4,.malabsorptive,.congenital"	"Diarrhea.4,.malabsorptive,.congenital"
EPCAM	4072	C2750737	"Diarrhea.5,.with.tufting.enteropathy,.congenital"	"Diarrhea.5,.with.tufting.enteropathy,.congenital"
GUCY2C	2984	C3553270	Diarrhea.6	Diarrhea.6
DGAT1	8694	CN189126	Diarrhea.7	Diarrhea.7
RYR2	6262	C0520863	Diastolic.dysfunction	Diastolic.dysfunction
TTN	7273	C0520863	Diastolic.dysfunction	Diastolic.dysfunction
SLC26A2	1836	C0220726	Diastrophic.dysplasia	Diastrophic.dysplasia
SLC1A1	6505	C1857253	Dicarboxylic.aminoaciduria	Dicarboxylic.aminoaciduria
WT1	7490	C0268747	Diffuse.mesangial.sclerosis	Diffuse.mesangial.sclerosis
AQP5	362	C1838359	"Diffuse.palmoplantar.keratoderma,.Bothnian.type"	"Diffuse.palmoplantar.keratoderma,.Bothnian.type"
TBX1	6899	C0012236	DiGeorge.sequence	DiGeorge.sequence
TRPV4	59341	C1847406	"Digital.arthropathy-brachydactyly,.familial"	"Digital.arthropathy-brachydactyly,.familial"
HPGD	3248	C1861514	"Digital.clubbing,.isolated.congenital"	"Digital.clubbing,.isolated.congenital"
TBC1D24	57465	C1857345	Digitorenocerebral.syndrome	Digitorenocerebral.syndrome
QDPR	5860	C0268465	Dihydropteridine.reductase.deficiency	Dihydropteridine.reductase.deficiency
DPYS	1807	C0342803	Dihydropyrimidinase.deficiency	Dihydropyrimidinase.deficiency
DPYD	1806	C2720286	Dihydropyrimidine.dehydrogenase.deficiency	Dihydropyrimidine.dehydrogenase.deficiency
ANKRD1	27063	CN001497	Dilated.cardiomyopathy	Dilated.cardiomyopathy
DES	1674	CN001497	Dilated.cardiomyopathy	Dilated.cardiomyopathy
MYPN	84665	CN001497	Dilated.cardiomyopathy	Dilated.cardiomyopathy
SCN5A	6331	CN001497	Dilated.cardiomyopathy	Dilated.cardiomyopathy
TTN	7273	CN001497	Dilated.cardiomyopathy	Dilated.cardiomyopathy
DSP	1832	CN221581	"Dilated.cardiomyopathy,.woolly.hair,.keratoderma"	Dilated.cardiomyopathy
LMNA	4000	C1449563	Dilated.cardiomyopathy.1A	Dilated.cardiomyopathy
ACTN2	88	C2677338	Dilated.cardiomyopathy.1AA	Dilated.cardiomyopathy
LDB3	11155	C1832244	Dilated.cardiomyopathy.1C	Dilated.cardiomyopathy
NEXN	91624	C2751084	Dilated.cardiomyopathy.1CC	Dilated.cardiomyopathy
RBM20	282996	C2750995	Dilated.cardiomyopathy.1DD	Dilated.cardiomyopathy
TNNT2	7139	C2750995	Dilated.cardiomyopathy.1DD	Dilated.cardiomyopathy
SCN5A	6331	C1832680	Dilated.cardiomyopathy.1E	Dilated.cardiomyopathy
MYH6	4624	C2750466	Dilated.cardiomyopathy.1EE	Dilated.cardiomyopathy
DNAJB6	10049	C1865925	Dilated.cardiomyopathy.1F	Dilated.cardiomyopathy
TNNI3	7137	C2750091	Dilated.cardiomyopathy.1FF	Dilated.cardiomyopathy
TTN	7273	C1858763	Dilated.cardiomyopathy.1G	Dilated.cardiomyopathy
BAG3	9531	C3151293	Dilated.cardiomyopathy.1HH	Dilated.cardiomyopathy
DES	1674	C1858154	Dilated.cardiomyopathy.1I	Dilated.cardiomyopathy
CRYAB	1410	C3554649	Dilated.cardiomyopathy.1II	Dilated.cardiomyopathy
EYA4	2070	C1854368	Dilated.cardiomyopathy.1J	Dilated.cardiomyopathy
LAMA4	3910	C3808935	Dilated.cardiomyopathy.1JJ	Dilated.cardiomyopathy
MYPN	84665	CN169881	Dilated.cardiomyopathy.1KK	Dilated.cardiomyopathy
SGCD	6444	C1847667	Dilated.cardiomyopathy.1L	Dilated.cardiomyopathy
PRDM16	63976	CN178850	Dilated.cardiomyopathy.1LL	Dilated.cardiomyopathy
CSRP3	8048	C1843808	Dilated.cardiomyopathy.1M	Dilated.cardiomyopathy
TCAP	8557	C1843791	Dilated.cardiomyopathy.1N	Dilated.cardiomyopathy
ABCC9	10060	C1837839	Dilated.cardiomyopathy.1O	Dilated.cardiomyopathy
PLN	5350	C1835928	Dilated.cardiomyopathy.1P	Dilated.cardiomyopathy
ACTC1	70	C3150681	Dilated.cardiomyopathy.1R	Dilated.cardiomyopathy
MYH7	4625	C1834481	Dilated.cardiomyopathy.1S	Dilated.cardiomyopathy
TMPO	7112	C3151039	Dilated.cardiomyopathy.1T	Dilated.cardiomyopathy
VCL	7414	C1969639	Dilated.cardiomyopathy.1W	Dilated.cardiomyopathy
FKTN	2218	C1969024	Dilated.cardiomyopathy.1X	Dilated.cardiomyopathy
TPM1	7168	C2678476	Dilated.cardiomyopathy.1Y	Dilated.cardiomyopathy
TNNC1	7134	C2678475	Dilated.cardiomyopathy.1Z	Dilated.cardiomyopathy
TNNI3	7137	C2678474	Dilated.cardiomyopathy.2A	Dilated.cardiomyopathy
DMD	1756	C3668940	Dilated.cardiomyopathy.3B	Dilated.cardiomyopathy
DMGDH	29958	C1853892	Dimethylglycine.dehydrogenase.deficiency	Dimethylglycine.dehydrogenase.deficiency
POR	5447	C2673964	Disordered.steroidogenesis.due.to.cytochrome.p450.oxidoreductase.deficiency	Disordered.steroidogenesis.due.to.cytochrome.p450.oxidoreductase.deficiency
IFNGR1	3459	C0694566	Disseminated.atypical.mycobacterial.infection	Disseminated.atypical.mycobacterial.infection
MYBPC1	4604	C3280526	Distal.arthrogryposis.type.1B	Distal.arthrogryposis.type.1B
MYH3	4621	C1834523	Distal.arthrogryposis.type.2B	Distal.arthrogryposis.type.2B
TNNI2	7136	C1834523	Distal.arthrogryposis.type.2B	Distal.arthrogryposis.type.2B
TNNT3	7140	C1834523	Distal.arthrogryposis.type.2B	Distal.arthrogryposis.type.2B
TPM2	7169	C1834523	Distal.arthrogryposis.type.2B	Distal.arthrogryposis.type.2B
MYH3	4621	C1867440	Distal.arthrogryposis.type.8	Distal.arthrogryposis.type.8
FBXO38	81545	C3711384	Distal.hereditary.motor.neuronopathy.2D	Distal.hereditary.motor.neuronopathy
HSPB8	26353	C1834692	Distal.hereditary.motor.neuronopathy.type.2A	Distal.hereditary.motor.neuronopathy
HSPB1	3315	C2608087	Distal.hereditary.motor.neuronopathy.type.2B	Distal.hereditary.motor.neuronopathy
HSPB3	8988	C3150619	Distal.hereditary.motor.neuronopathy.type.2C	Distal.hereditary.motor.neuronopathy
BSCL2	26580	C1833308	Distal.hereditary.motor.neuronopathy.type.5	Distal.hereditary.motor.neuronopathy
GARS	2617	C1833308	Distal.hereditary.motor.neuronopathy.type.5	Distal.hereditary.motor.neuronopathy
REEP1	65055	C3553656	Distal.hereditary.motor.neuronopathy.type.5B	Distal.hereditary.motor.neuronopathy
SLC5A7	60482	C1834703	Distal.hereditary.motor.neuronopathy.type.7	Distal.hereditary.motor.neuronopathy
DCTN1	1639	C1843315	Distal.hereditary.motor.neuronopathy.type.7B	Distal.hereditary.motor.neuronopathy
CAV3	859	C3280443	"Distal.myopathy,.Tateyama.type"	"Distal.myopathy,.Tateyama.type"
TTN	7273	C1838244	Distal.myopathy.Markesbery-Griggs.type	Distal.myopathy.Markesbery-Griggs.type
SIGMAR1	10280	C1854023	"Distal.spinal.muscular.atrophy,.autosomal.recessive.2"	"Distal.spinal.muscular.atrophy,.autosomal.recessive.2"
PLEKHG5	57449	C1970211	"Distal.spinal.muscular.atrophy,.autosomal.recessive.4"	"Distal.spinal.muscular.atrophy,.autosomal.recessive.4"
ATP7A	538	C1845359	"Distal.spinal.muscular.atrophy,.X-linked.3"	"Distal.spinal.muscular.atrophy,.X-linked.3"
FOXC2	2303	C0265345	Distichiasis-lymphedema.syndrome	Distichiasis-lymphedema.syndrome
DNM2	1785	C1847902	DNM2-related.intermediate.Charcot-Marie-Tooth.neuropathy	DNM2-related.intermediate.Charcot-Marie-Tooth.neuropathy
COL7A1	1294	C0268371	Dominant.dystrophic.epidermolysis.bullosa.with.absence.of.skin	Dominant.dystrophic.epidermolysis.bullosa.with.absence.of.skin
OPA1	4976	C0338508	Dominant.hereditary.optic.atrophy	Dominant.hereditary.optic.atrophy
LRP2	4036	C1857277	Donnai.Barrow.syndrome	Donnai.Barrow.syndrome
